user_id,talent_id,rating,review
5de6b455-0a80-4047-90e7-8ddee7ee2bb8,6742ab46-c8ca-4acc-99b2-9ba1c5bfccb6,4,"Talent ini sangat kreatif dalam fotografi, hasilnya luar biasa!"
5de6b455-0a80-4047-90e7-8ddee7ee2bb8,d9b90682-f5b4-45f7-b1ed-8b8044c945e1,3,"Kemampuan olahraga talent ini memuaskan, tetapi masih ada sedikit ruang untuk perbaikan."
bc92f639-6659-4732-ad42-cc62b377f811,1b18b89b-5434-422d-b2d9-294e4c64657e,5,"Sangat puas dengan pengalaman kuliner bersama talent ini, rasanya luar biasa!"
9a8427dd-ef41-46d9-86fe-063129e8190e,931c2814-1f84-404f-851a-7fb075835d95,4,"Talent ini memberikan konsultasi bisnis yang sangat berguna, saya sangat merekomendasikannya."
0e9ced1a-35a0-4ad5-a204-3d5c843de78f,ddc39acb-d29b-43f0-abcd-f54fe7be2904,2,Kemampuan gym dan jogging talent ini tidak sesuai harapan saya.
e4710b8e-dcf5-42ca-a17b-6f1ad494ded4,9a49b79e-441a-4c98-9f13-ed718e682611,5,"Talent ini sangat perfeksionis dalam coding, hasilnya sangat memuaskan."
cdcaf9d1-1dd8-4bce-8c50-69d1ea8056f9,cd355ed9-6f80-414d-b22c-eb036a573c1f,4,"Musisi yang kreatif dan inovatif, saya senang bekerja dengannya."
b31b09bd-b24c-4eca-9b5a-1dc285696358,05d1ee73-0475-40c6-89d4-5cb7e5abf18f,3,Saya berharap talent ini bisa lebih ramah dan interaktif dalam fotografi.
2843fbb1-35af-4ded-b375-cc606289e1a7,27f100e4-fca9-4bf8-bb4f-616ef745bc93,5,"Hasil fotografi talent ini sangat memukau, saya sangat senang dengan pengalaman ini."
2e9acb32-1141-417e-b721-68e5925b2b85,fc16bbc1-20ff-4fb5-96e6-9dc0f36d8a6b,2,"Tidak puas dengan hasil karya seni talent ini, kurang sesuai dengan preferensi saya."
8bd5138b-df90-4279-b885-61e3f70c55c9,0790910d-0408-458e-b2f7-d63095f5a934,4,"Komposisi musik dari talent ini sangat bagus, saya suka dengan kreativitasnya."
f658a223-ad0b-437a-a6c3-c940b54fc9f1,a34c01d7-51fe-4856-a6cd-2d97d8dbfbbb,3,"Film yang disutradarai oleh talent ini memiliki plot yang menarik, tetapi eksekusi kurang memuaskan."
9dd2765b-4760-41c7-95d9-1906a8e22c13,0622c7ee-b132-4e79-bcad-3a1a069e398a,5,"Talent ini memiliki pengetahuan olahraga dan musik yang luar biasa, sangat merekomendasikan."
33eecceb-7fb6-497f-abed-f4ec5062bbcd,484ee130-c1ee-4fa3-ace3-f50ca80443b3,4,"Pengalaman fashion bersama talent ini sangat menyenangkan, saya senang dengan pilihan desainnya."
9b0517e7-941f-461c-a8a3-8dc7c95f7897,180a1ad1-1770-4fbf-9947-9c2aca84df84,3,"Talent ini memiliki keterampilan olahraga yang baik, tetapi saya berharap lebih banyak variasi."
2f69eee2-9d6e-49a2-9a1f-e064d0b52f12,cbd6faf9-edbb-453f-baaa-7ad8039d8e21,5,"Coding talent ini sangat inovatif, membantu saya menyelesaikan proyek dengan cepat dan efisien."
c8bcc89b-c9c0-4226-9782-3470b0ecb51f,0be48e47-7f6f-4c35-be74-82446d490878,4,Olahraga dan musik talent ini memberikan semangat dan energi positif pada setiap sesi.
132538e6-e22e-4fdb-8d48-c8d2fa9ab5db,b41d99bc-0952-459c-b2a5-d2f829a643df,3,"Konsultasi bisnis dengan talent ini kurang memuaskan, saya harap bisa lebih spesifik dan praktis."
